en_text,fr_text
"This Parliament is prepared to work in good faith to create this mechanism: a mechanism that does not apply double standards; in other words, that is not more demanding of candidate countries than of those that are already members of the club.","Notre Parlement est prêt à travailler de bonne foi pour créer ce mécanisme: un mécanisme qui n'applique pas deux poids deux mesures; en d'autres termes, qui n'est pas plus exigeant envers les pays candidats qu'envers ceux qui font déjà partie du club."
Perhaps it is an attempt to eliminate sick people who have a genetic defect.,Il s'agit peut-être d'une tentative d'éliminer les personnes malades souffrant d'une irrégularité génétique.
"Ladies and gentlemen, President Prodi, today, in addition to the Commission strategy for 2004, we are debating the economic and budget guidelines.","Chers collègues, Monsieur le Président Prodi, en plus de la stratégie de la Commission pour 2004, nous débattons aujourd'hui des orientations budgétaires et économiques."
There must subsequently be the political will to take the necessary measures aimed at preventing pollution and protecting groundwater quality.,Il faut ensuite une volonté politique de prendre les mesures nécessaires pour empêcher la pollution et protéger la qualité des eaux souterraines.
"We are convinced that we must have parliamentary scrutiny of what the World Bank does, and also that we, as a European Union institution, need to know what our Member States do when they are in the World Bank.","Nous sommes convaincus qu’un contrôle parlementaire du travail de la Banque mondiale est indispensable et qu’en tant qu’institution de l’Union européenne, il nous faut connaître les positions de nos États membres lorsqu’ils siègent à la Banque mondiale."
"Special attention is paid to the less favoured regions, such as rural areas, areas affected by industrial transition, areas with severe and permanent natural and demographic limitations, and island, cross-border and mountain regions.","Une attention toute particulière est accordée aux régions moins favorisées, telles que les zones rurales, les zones affectées par la transition industrielle, les régions qui présentent des limites naturelles ou démographiques graves et permanentes, ainsi que les régions insulaires, transfrontalières et montagneuses."
"Thus, a sort of network was created between the statistical systems of the Member States.",C'est ainsi qu'une organisation a été créée selon une structure de réseau avec les systèmes de statistiques des États membres.
I would like us to continue with the vote.,Je souhaite que nous continuions à voter.
"It is therefore important for the Commission to assess the progress made. In 2005 it should also revise the date after which only low-sulphur diesel may be sold, especially where diesel agricultural tractors and road vehicles are concerned.","Il est donc essentiel que la Commission évalue les progrès et revoie en 2005 la date de commercialisation exclusive de carburant diesel à faible teneur en soufre, particulièrement en ce qui concerne les tracteurs agricoles et les véhicules routiers, car le remplacement de ces véhicules est bien plus lent et la quantité de carburant qu'ils consomment est assez faible."
"At the same time, we also need a new coordination body for the external borders, by which I mean a sort of 'Eurobord' or 'Euroguard'.","Nous avons également besoin d'une nouvelle unité de coordination pour les frontières extérieures, en quelque sorte un genre d""Eurobord"" ou d'""Euroguard""."
Now the country and its people need to show the same courage and self-assurance as they start to build their own multicultural society.,À présent le pays et son peuple doivent faire preuve du même courage et de la même assurance dans la construction de leur propre société multiculturelle.
"There are other solutions that may be put forward, but you are entirely right and rest assured that we will be placing it high on our list of priorities.",D'autres solutions peuvent être envisagées mais vous avez entièrement raison et soyez assurée que nous en faisons une préoccupation majeure.
"Madam President, sustainable development was mentioned by President Prodi in his opening address, and this is a major objective as far as my group is concerned.","Madame la Présidente, le développement durable a été mentionné dans l' intervention de M. Prodi, et il représente un des objectifs absolument essentiels de mon groupe."
"The text adopted today is satisfactory in certain respects, especially in relation to the fight against discrimination against disabled people, but the vague concepts it contains, the legal uncertainties that it maintains and the superfluous requirements that it introduces make it legally impractical and therefore ineffective in its application.","Le texte adopté aujourd'hui apporte satisfaction à certains égards, notamment en ce qui concerne la lutte contre les discriminations vis-à-vis des personnes handicapées, mais les notions floues qu'il contient, les incertitudes juridiques qu'il maintient, les exigences qu'il introduit le rendent juridiquement impraticable et donc inefficace dans son application."
"According to the Commission Staff Working Document, the necessary legislative, financial and coordinating instruments are in place and are being used, but not yet to a sufficient extent.","Selon ce document de travail des services de la Commission, les instruments législatifs, financiers et de coordination nécessaires sont en place et sont utilisés, mais pas encore dans une mesure suffisante."
"Firstly, that the government that has emerged from the elections, or that will emerge from the majority produced by the elections, is obliged, as far as we can see, to carry on with a peace process.","Premièrement, le gouvernement créé suite aux élections, ou celui qui émergera de la majorité constituée suite aux élections, sera contraint, d'après ce que nous voyons, de continuer le processus de paix."
This situation has further deteriorated as the election date is nearing and has resulted in a severe quashing of the voice of the opposition and the stifling of the independent press over the last few months.,Cette situation s’est encore détériorée à l’approche de la date de l’élection et a entraîné ces derniers mois une répression sévère de l’opposition et un étouffement de la presse indépendante.
"Mr President, ladies and gentlemen, in recent times, especially since the Stockholm European Council, the European Union has reached a turning point in competition policy.","Monsieur le Président, Mesdames et Messieurs, chers collègues, tout récemment et plus précisément après le Conseil européen de Stockholm, un tournant est intervenu dans la politique de la concurrence de l' Union européenne."
"The fact that the EU is opening the door to immigrant labour should ease the pressure on asylum policy and, at the same time, give us an opportunity to cope with the increasing population problems.",Le fait que l'UE ouvre ses portes à l'immigration de main d'?uvre devrait alléger la pression qui pèse sur la politique d'asile et nous donner une chance de faire face aux problèmes croissants de population.
The third aspect concerns the future.,Le troisième point est la question de l' avenir.
"It is a matter that surely falls under the capacities of the Commissioner, to whom I extend my greetings.","C'est une question qui relève sûrement de la compétence du commissaire, que je salue."
A transfer of funding requires the consent of all the Commissioners.,Tout transfert de fonds requiert l'assentiment de l'ensemble des commissaires.
"This is why the Committee on Cooperation and Development has unanimously adopted a package of 17 amendments which we are proposing to the House, in order to fully restore the position on which Parliament gave its opinion more than two years ago.","Telle est la raison pour laquelle la commission du développement et de la coopération a adopté à l'unanimité un paquet de 17 amendements que nous proposons à cet hémicycle de voter, afin de rétablir intégralement la position sur laquelle le Parlement s'était exprimé il y a plus de deux ans."
"Partly as a result of this, freight transport has become increasingly cheap over the years.",C'est en partie pour cette raison que le transport de marchandises est devenu meilleur marché au fil des ans.
The best guarantee of food safety is transparency of the food chain and clear areas of monitoring and responsibility.,La transparence de la chaîne alimentaire et l' existence de règles de contrôle et de rapports de responsabilité bien définis sont la meilleure garantie de la sécurité des aliments.
The EU will not find a way out of its current crisis if it tries to lay down its institutional framework at the same time as deciding on the content of specific policies.,L’UE n’arrivera pas à se sortir de cette crise si elle tente de fixer son cadre institutionnel en même temps qu’elle décide du contenu de politiques spécifiques.
"However, the fact is that he is President of the Council and therefore his actions have benefited the European Union.","Toutefois, le fait est qu'il est le président du Conseil et que, par conséquent, ses actions ont bénéficié à l'Union européenne."
"Moreover, the possibility of choosing a tyre according to its specific performance is another tool enabling consumers to protect themselves and equip their vehicles in a manner appropriate to their style of driving and the environmental conditions where they drive.","Par ailleurs, la possibilité de choisir un pneumatique en fonction de sa performance spécifique est un autre outil permettant aux consommateurs de se protéger et d'équiper leur véhicule d'une manière correspondant à leur style de conduite et aux conditions environnementales là où ils conduisent."
"I believe that the issue can be considered without a doubt, as I have said, to be among the matters that the two countries need to discuss and resolve bilaterally.","Comme je l’ai dit, je crois que ce problème peut sans aucun doute être considéré comme faisant partie des dossiers que les deux pays doivent examiner et résoudre bilatéralement."
Nor do we expect other developing countries to match the level of market opening by developed countries.,Pas plus que nous n’escomptons d’autres pays en développement d’égaler le niveau d’ouverture du marché des pays développés.
"First of all, by extending the fuel quality standards applying to all road vehicles to non-road mobile machinery (farm and forestry tractors in particular).","D'abord, en étendant aux engins mobiles non routiers (les tracteurs agricoles et forestiers notamment) les normes applicables à l'ensemble des véhicules routiers en matière de qualité des carburants."
The frantic liberalisation of trade orchestrated by the WTO and the major industrialised countries is in total contradiction to the policies needed to protect the environment.,"La libéralisation effrénée des échanges, orchestrée par l' OMC et les principaux pays industrialisés, est en totale contradiction avec les politiques indispensables à la protection de l' environnement."
"We think it is extremely important to have an interoperable system of using electronic money between different countries, but this interoperability involves having a card that everyone accepts.","Nous pensons qu'il est essentiel que l'argent électronique puisse être utilisé de manière interopérable dans les différents pays, mais cette interopérabilité a besoin d'une carte qui soit acceptée par tous."
"The Council approved the agreement negotiated by the Commission despite the fact that a basic section, namely agriculture, had not been finalised.","Le Conseil a, en effet, approuvé cet accord négocié par la Commission alors même que le volet agricole, pourtant essentiel, n'était pas finalisé."
"I hope that, just as she has succeeded in overcoming such great resistance, she will also be able to overcome the resistance put up by the Council and bring the project to a successful conclusion within the set time frame.","J'espère que, de la même façon qu'elle a réussi à vaincre tant de résistances, Mme de Palacio réussira à vaincre également les résistances du Conseil et à porter ce projet à bon terme dans les délais prévus."
"There are, therefore, economic reasons enough for the European Union to revise the 1991 framework agreement by means of the interim agreement proposed now.",L'Union européenne avait donc des raisons économiques suffisantes pour revoir l'accord-cadre de 1991 au moyen de l'accord intérimaire proposé aujourd'hui.
Do any concrete projects exist in this respect?,Existe-t-il un projet concret ?
He mentions very effectively the issue of the impact on our poultrymeat and pigmeat sector on competitiveness.,Il mentionne très justement la question de l'impact des secteurs de la volaille et du porc sur la compétitivité.
"Community policy on equal treatment for women and men does not contain a specific component for single parents but it has a crucial impact on their situation, especially with regard to the reconciliation of work and family life, a challenge central to the whole range of social issues.","La politique communautaire sur l'égalité des femmes et des hommes ne fait aucune allusion spécifique au cas des familles monoparentales mais son impact est crucial sur leur situation, surtout en ce qui concerne la conciliation entre vie professionnelle et vie active, un défi majeur dans l'éventail tout entier des questions sociales."
"Total liberalisation, however, will only come about in 2008.","Toutefois, la libéralisation totale n’interviendra qu’en 2008."
"First of all, it is quite clear that Mr Schulz was speaking on behalf of his group. Mr Schulz spoke and put questions on behalf of the Group of the Party of European Socialists, and did so with a great deal of courtesy and moderation.","Premièrement, il est très clair que M. Schulz a parlé et pose des questions au nom du parti des socialistes européens et ce, d'une manière très polie et modérée."
"This takes neo-liberal, federal and military development yet another step further.","Une étape supplémentaire est donc franchie en direction du développement néolibéral, fédéral et militaire."
"We need a pan-European system of internal security, and here the Balkans are naturally a special cause for concern because we have assumed responsibility in Kosovo and the neighbouring regions.",Il nous faut un système européen de sécurité intérieure. Nous devons ici accorder une attention particulière aux Balkans parce que nous assumons une responsabilité particulière au Kosovo et dans les régions voisines.
Croatia must be judged on its own merits.,La candidature de la Croatie doit être évaluée en fonction de ses propres mérites.
These are not ordinary Chechens ...,Le citoyen tchétchène ordinaire...
The first consideration must be to recognise that Community legislation must be reinforced and control mechanism procedures enhanced.,"Premièrement, il convient de reconnaître que la législation communautaire doit être renforcée et que les procédures de mécanisme de contrôle doivent être améliorées."
Mrs Plooij-van Gorsel wishes to speak on a point of order.,La parole est à Mme Plooij-van Gorsel pour une motion de procédure.
I believe that the two reports have something in common: they both concentrate on the future and propose courageous solutions.,"En effet, je pense que ces deux rapports ont un point commun: tous deux envisagent le futur et proposent des solutions audacieuses."
"Local conditions must be improved and supported, in particular by strengthening existing knowledge-exchange networks, or setting up new ones, and by improving the living conditions of rural communities.","Il faut permettre et soutenir les conditions territoriales, notamment par la création ou le renforcement de réseaux d’échange de savoir et l’amélioration des conditions de vie des populations rurales."
Who knows the real circumstances of his resignation?,Qui connaît les véritables circonstances de sa démission ?
"Madam President, a tired driver is a dangerous driver, irrespective of employment status; we should not make road travel any more of a gamble than it already is.","Madame la Présidente, un conducteur fatigué est un conducteur dangereux, indépendamment de son statut d'emploi; nous ne devons pas faire les voyages par route plus hasardeux qu'ils ne le sont déjà."
In 1995 it was discussed: 120 grams for 2012!,"En 1995, la question a été discutée: 120 grammes pour 2012!"
"Member of the Commission. That is an intriguing question, one which certainly goes far wider than, and indeed probably almost entirely steps outside, the scope of the original question put to me.","membre de la Commission. - (EN) C'est là une question intrigante, qui dépasse à n'en pas douter le cadre de la question initiale qui m'a été posée et, peut-être, en sort même presque complètement."
"This means that many of Parliament's demands have been put into effect, and some have remained open.",Cela signifie donc que de nombreuses demandes du Parlement se sont concrétisées.
We are rather a pattern to others than imitators ourselves.,Et il ajoutait: Notre constitution ne copie pas les lois des États voisins. Nous sommes davantage un modèle pour les autres que des imitateurs.
"We are also anxious about the increase in outstanding commitments, which rose to almost EUR 94 billion as per 30 April 2003 - an incredible sum!","Nous nous inquiétons également de l'augmentation des engagements restant à liquider, qui ont grimpé à près de 94 milliards d'euros à la date du 30 avril 2003, soit une somme faramineuse!"
The Commission will continue its analysis and will encourage debate by organising working parties for each issue.,La Commission va poursuivre le travail d'analyse et alimenter le débat en organisant des groupes de travail sur chacune des thématiques.
If there is a dispute about the interpretation of the Rules I am happy to refer that to the Committee on Constitutional Affairs.,"S'il existe un conflit quant à l'interprétation des règles, je serais heureux d'en référer à la commission des affaires constitutionnelles."
"There have been passionate and interesting debates in our committee, and it is a shame that Mr Cohn-Bendit has not been able to follow them.",Nous avons eu au sein de notre commission des débats intéressants et passionnants auxquels il est regrettable que M. Cohn-Bendit n'ait pu assister.
"Like other developing powers, Brazil is becoming more and more active in international efforts to deal with global poverty and inequality through cooperation programmes with the long-term objective of sustainable development.","Comme d'autres puissances en développement, le Brésil prend une part de plus en plus active dans des initiatives internationales visant à lutter contre la pauvreté mondiale et l'inégalité par le biais de programmes de coopération mis en place dans le cadre de l'objectif à long terme du développement durable."
"As the events taking place at this very moment in Hungary unfortunately demonstrate, Europe is clearly not safe from large-scale industrial accidents.","L'Europe n'est évidemment pas à l'abri d'un accident industriel de grande ampleur, comme l'illustre malheureusement ce qui se passe aujourd'hui même en Hongrie."
"Mr President, on this occasion I again want to begin, as on previous occasions, by thanking Mr Tillich for the excellent cooperation we have had as rapporteurs, which has meant that for the first time, as far as I can tell, this Parliament's efforts were not at an end after the vote on Thursday.","Monsieur le Président, j'aimerais une fois de plus commencer comme les fois précédentes en remerciant monsieur Tillich pour la bonne coopération qui a été la nôtre en notre qualité de rapporteurs. Aussi loin que je me souvienne, cette coopération a permis que, pour la première fois, l'intervention de ce Parlement ne prenne pas fin après le vote du jeudi."
Let me set out just a few of the new elements in it.,Permettez-moi de présenter quelques-unes des nouveautés qu'il comporte.
"In the EU, some 59 000 suicides are committed each year, 90% of which are attributable to mental disorder.","On compte chaque année dans l'Union européenne environ 59 000 suicides, dont 90 % sont dus à des troubles mentaux."
"In two years there have been 310 consolidations, based on 2, 500 documents.","En deux ans, nous avons réalisé 310 consolidations à partir de 2.500 documents."
"Does the Commission think it possible that the situation may be improved, above all by influencing how people behave in road traffic and within enterprises, but also by the exchange of information?","La Commission voit-elle des possibilités d'amélioration, surtout en influençant la manière dont les personnes se comportent sur la route et au sein des entreprises, mais également en échangeant des informations?"
(RO) I was hoping these proposals would stimulate the reduction of social gaps between the European citizens.,- (RO) J'espérais que ces propositions contribueraient à réduire le fossé social entre les citoyens européens.
"Mr President, in its common position the Council has made several changes to the Commission's proposal for a directive on the safety of fishing vessels of 24 metres in length and over.","Monsieur le Président, le Conseil, dans sa position commune, a apporté plusieurs changements à la proposition de directive de la Commission sur la sécurité des navires de pêche d'une longueur égale ou supérieure à 24 mètres."
What would make sense is for nuts to be treated as a separate sector within the Common Organisation of the Markets in fruits and vegetables.,"Il y aurait plutôt lieu de traiter les fruits à coque comme un secteur global, dans le cadre de l'organisation commune de marché des fruits et légumes."
"In reality, when considering entrepreneurs’ income, we must distinguish three separate factors.","En fait, lorsque nous considérons les revenus des entrepreneurs, nous devons faire la distinction entre trois facteurs."
"In my opinion, all three E' s are a guarantee of this sustainability.","À mon avis, ces ""trois E"" garantissent cette durabilité."
"Mr President, last Thursday we adopted a number of changes to the Rules of Procedure, including the change to the new procedure on comitology, to take advantage of the biggest increase in the powers of Parliament since the Treaty of Nice.","(EN) Monsieur le Président, jeudi dernier, nous avons apporté quelques modifications au règlement intérieur, y compris à la nouvelle procédure de comitologie, afin de profiter du plus vaste renforcement des pouvoirs du Parlement depuis le traité de Nice."
That brings benefits to Russia and at the same time supplies the market well.,Celle-ci est bénéfique pour la Russie et assure un approvisionnement efficace du marché.
"Briefly, I consider that it has been better to accept a compromise, imperfect though it certainly is, as regards the Commission proposal and the improvements made by the Committee on Citizen’s Freedoms and Rights, Justice and Home Affairs, rather than to reject the directive which will certainly be a milestone in creating European citizenship.","Brièvement, je considère qu’il valait mieux accepter un compromis, aussi imparfait qu’il soit assurément, en ce qui concerne la proposition de la Commission et les améliorations apportées par la commission des libertés et des droits des citoyens, de la justice et des affaires intérieures, plutôt que de rejeter cette directive qui constituera certainement une étape importante dans la création de la citoyenneté européenne."
"This has shown that Europe can be proactive if it wants to be, and that it can remain united around an ideal.","Cela nous montre que l'Europe peut être proactive si elle le souhaite, et qu'elle reste unie autour d'un idéal."
"We have taken account of the time needed to launch the new programmes, while prioritising what are crucial actions for the Socialist Group in the European Parliament: policies on research, transport, innovation, social Europe, an environmental and knowledge-based Europe - in short, a People's Europe.","Nous avons tenu compte du temps de lancement des nouveaux programmes, tout en donnant la priorité aux actions essentielles pour les socialistes européens: les politiques en matière de recherche, de transport, d'innovation, l'Europe sociale, l'Europe de l'environnement, de la connaissance, bref, l'Europe des citoyens."
We provide equipment to the Georgian and Ossetian police forces as part of a programme which consists of the voluntary handover and subsequent destruction of small arms in the region.,"Nous fournissons des équipements aux forces de police de la Géorgie et de l'Ossétie, dans le cadre d'un programme de remise volontaire et de destruction des armes légères présentes dans la région."
(Applause from the left),(Applaudissements à gauche)
That is a real problem.,Ce problème est réel.
"in writing. - I voted, together with my group, in favour of this report because it points out that the proposals made in this framework seek to make it easier for third-country nationals legally residing in a Member State to move in the Schengen area on the basis of a D long-stay visa issued by that Member State.","Conjointement avec mon groupe, j'ai voté en faveur de ce rapport car il souligne que les propositions formulées dans ce cadre visent à permettre aux ressortissants des pays tiers résidant légalement dans un État membre de se déplacer plus facilement dans l'espace Schengen, pour autant qu'ils possèdent un visa D de long séjour délivré par cet État membre."
"Unfortunately, Europe has closed its eyes to this development.",Ce développement a malheureusement été oublié en Europe.
I am actually proposing that in excess of EUR 4 000 million be set aside for this purpose each year.,"Je propose, en réalité, que plus de 4 milliards d’euros soient mis de côté chaque année à cet effet."
We should assure the service of our critical support and the watchful eye of the Committee on Budgetary Control.,Nous devons garantir à ce service notre appui critique sous l'œil attentif de la commission du contrôle budgétaire.
It is a quick win.,Il s’agit d’une victoire facile.
"In terms of the content of its directive, the European Commission is proposing a series of measures which, on the whole, are balanced and well-structured.","En examinant le contenu de la directive de la Commission européenne, je constate que celle-ci propose une série de mesures qui, dans leur ensemble, sont équilibrées et bien structurées."
"If we lose - as we are doing - some of the pharmaceutical genetic material which comes from biodiversity, we will be losing about 640 billion dollars' worth of raw materials.","Si nous perdons - comme nous sommes en train de la faire - une partie du matériel génétique pharmaceutique issu de la biodiversité, nous perdrons l'équivalent de quelque 640 milliards de dollars de matières premières."
"Secondly, I would like to stress the need to promote instruments for monitoring, reporting and verifying, in particular, those of the Global Monitoring for Environment and Security (GMES) range of services, of the satellites that will provide absolutely vital data in this area.","Deuxièmement, je tiens à souligner la nécessité de promouvoir les instruments de surveillance, de déclaration et de vérification, en particulier ceux relevant des services de la Surveillance mondiale de l'environnement et la sécurité (GMES), des satellites qui fourniront des données absolument essentielles dans ce domaine."
"As the old saying goes, however: charity begins at home.",Mais comme le dit le vieil adage: charité bien ordonnée commence par soi-même.
Making existing craft compliant with legislation will involve substantial costs that cannot be either disproportionate for boat owners or the sole responsibility of the shipbuilding industry.,La mise en conformité des bateaux existants avec la législation implique des coûts substantiels qui ne peuvent ni être disproportionnés pour les propriétaires de bateaux ni incomber exclusivement à l'industrie de la construction navale.
They are the people who elected us to represent their interests and promote their well being.,Ce sont eux qui nous ont élus pour représenter leurs intérêts et promouvoir leur bien-être.
Many farms do not produce enough to be competitive.,De nombreuses exploitations ne produisent pas suffisamment pour être compétitives.
"(DE) Mr President, ladies and gentlemen, the decisive question in relation to all the economic recovery plans which are being put in place throughout Europe is, of course: who will receive the money?","(DE) Monsieur le Président, Mesdames et Messieurs, la question décisive que nous devons nous poser concernant tous les plans de relance économiques lancés à travers l'Europe est évidemment la suivante: qui va recevoir cet argent?"
This report reaffirms culture's place in the construction of Europe and the need to protect it and to promote diversity.,Ce rapport réaffirme la place de la culture dans la construction européenne et la nécessité d'en préserver et promouvoir la diversité.
Your discussions today prove that the debate is very timely.,Vos discussions d'aujourd'hui prouvent que ce débat arrive à point nommé.
"Nevertheless, the Council regularly gives reports on this preliminary preparatory work, or technical work, to the Office of the President of the European Parliament, especially when they concern issues that involve the European Parliament.","Cependant, le Conseil présente régulièrement des rapports sur ce travail préparatoire préliminaire, ou travail technique, au Bureau du président du Parlement européen, notamment lorsqu'ils concernent des questions qui impliquent le Parlement européen."
I personally believe that the decision to abstain was not an expression of indifference.,Personnellement j'estime que cette décision de s'abstenir ne correspondait pas à une expression d'indifférence.
The President-in-Office of the Council has said that we need to be ambitious and not just follow the lowest common denominator; I would invite him to follow the same line on the issue of tax havens.,"Le président en exercice du Conseil européen a indiqué combien il fallait être ambitieux et non pas suivre le plus petit commun dénominateur, je l'invite à poursuivre dans cette ligne, aussi sur la question des paradis fiscaux!"
The Commissioner was very careful.,Le commissaire s'est montré très prudent.
The aim of the programme is to assimilate and increase the efficiency of customs procedures and customs administration.,L'objectif de ce programme est d'harmoniser et d'accroître l'efficacité des procédures et administrations douanières.
"Implementing the decisions taken at Tampere will begin immediately, but it will obviously take time.","La mise en uvre des décisions de Tampere commence immédiatement, mais elle prendra bien sûr du temps."
"Excluding Parliament, special circumstances decided by an unelected body, secretive motives: all are the beginnings of totalitarianism.","L’exclusion du Parlement, le fait que les décisions, dans des circonstances particulières, puissent être prises par un organe non élu, les motivations secrètes, constituent les débuts du totalitarisme."
It has highlighted the position of the preliminary question in the European system and the need to step up training in Community law within the Member States.,"Elle a souligné la place qu'occupe la question préjudicielle dans notre système européen, et la nécessité d'intensifier dans les États membres la formation au droit communautaire"
"Consequently, social problems – spatial segregation, crime, lack of housing, unemployment – are the crucial problems we must confront and continue to solve, especially given that the URBAN programme will no longer be continuing as one of the Community initiatives of the European Union.","Par conséquent, les problèmes sociaux - la ségrégation spatiale, la criminalité, le manque de logement, le chômage - sont des problèmes cruciaux que nous devons affronter et continuer de résoudre, notamment du fait que le programme URBAN ne fera plus partie des initiatives communautaires de l’Union européenne."
"rapporteur. - (IT) Mr President, ladies and gentlemen, I am pleased and proud that the European Parliament is looking at the social market economy and laying down practical proposals to provide real support for this sector.","rapporteur. - (IT) Monsieur le Président, Mesdames et Messieurs, je suis ravie et fière que le Parlement européen examine l'économie sociale de marché et élabore des propositions concrètes afin d'apporter un véritable soutien à ce secteur."
. - (RO) The conclusions drawn by the Council are consistent with the crisis which Member States are going through.,(RO) Les conclusions du Conseil sont cohérentes avec la crise que traversent les États membres.
The promotion of entrepreneurial activity has been a particular area of focus.,La promotion de l’entreprenariat a également fait l’objet d’une attention particulière.
I would also like to ask when we can expect the publication of the Commission's indices relating to the neighbourhood programmes.,Je voudrais aussi demander quand nous pourrons nous attendre à la publication des indices de la Commission relatifs aux programmes de voisinage.
The Langenhagen report addresses the problem as a whole.,Le rapport Langenhagen aborde le problème dans son ensemble.
"The only thing is that, as I am well aware, it does not represent the end of our work.","Mais seulement, cela ne signifie pas la fin de nos efforts, j'en ai bien conscience."
"Moreover, the creation of a stable currency will enable the euro to be used as an invoicing currency for international tourist contracts.","Par ailleurs, la création d'une monnaie stable permettra d'utiliser l'euro comme monnaie de facturation dans les contrats touristiques internationaux."
"We did not start with a report, but instead began by creating the empirical basis for this report.","Nous n'avons pas débuté par un rapport, mais plutôt en créant une base empirique pour ce dernier."
"As regards the need for information at local and regional levels, aimed particularly at young people, first-time voters and women, I note with satisfaction the congratulations the Commission has received for the choice of projects under Plan D.","À propos du besoin d'information au niveau local et régional, notamment à l'intention des jeunes, des électeurs qui se rendront aux urnes pour la première fois, et des femmes, je note avec satisfaction les félicitations décernées à la Commission pour le choix des projets relevant du plan D."
"Therefore, all this must not detract from the urgent need to make international institutions such as the United Nations and its Economic and Social Committee and the World Trade Organisation, not to mention the International Monetary Fund and the World Bank, credible, effective and democratic, with a view to creating institutions which are able to reestablish a connection between politics and economics, between government and market in terms of global trends which, hitherto, have favoured the liberalisation of the movement of capital and speculative investment over direct investment.","Tout cela, donc, ne doit pas camoufler l'urgence de rendre crédibles, efficaces et démocratiques des institutions internationales telles que les Nations unies et son comité économique et social, l'Organisation mondiale du commerce, sans parler du Fonds monétaire et de la Banque mondiale, dans la perspective de la création d'institutions capables de rétablir un lien entre politique et économie, entre gouvernance et marché dans le contexte de tendances générales qui ont jusqu'ici favorisé la libéralisation de la circulation des capitaux et les revenus de la spéculation plutôt que les investissements directs."
These are unusually extreme examples of how the EU intends to take over national selfdetermination.,Il s'agit d'exemples exceptionnellement extrêmes de la manière dont l'UE entend prendre la relève de l'autodétermination nationale.
"It is important to coordinate the Maghreb as a whole because of its social and economic development, and in Europe's history there are terrible examples of what has happened when a geopolitical Arab region has been divided.","L'articulation du Maghreb est intéressante pour son développement économique et social et je crois que dans l'histoire de l'Europe, on trouve des exemples horribles de ce qui s'est produit lorsqu'on a divisé un ensemble géopolitique arabe."
Their valuable contribution has made it possible to achieve agreement at first reading.,Leur précieuse contribution a permis de dégager un accord en première lecture.
One last question: what possible link is there between the Danube strategy and the new financial framework for 2014-2020?,Une dernière question: quel lien possible existe-t-il entre la stratégie pour le Danube et le nouveau cadre financier pour 2014-2020?
BSE must be wiped out but that will take time.,Cela prendra un certain temps.
"The European Union – where possible in tandem with Russia – has an interest in establishing peace, stability, economic and social progress on or near its borders.","L’Union européenne a un intérêt à instaurer la paix, la stabilité et le progrès économique et social à ses frontières ou à proximité de celles-ci - si possible en tandem avec la Russie."
"The new Member States need more funds for the development of rural areas, for reasons which include reducing the labour-intensity of farming and to speed up the transfer of land from social and small farms to large-scale market farms.","Les nouveaux États membres ont besoin de davantage de fonds pour développer leurs zones rurales, et notamment pour réduire l'intensité de main-d'œuvre de l'agriculture et accélérer le transfert de terres d'exploitations agricoles sociales et de petite taille vers des exploitations à grande échelle."
"Because it was political and not economic reasons which led to the San José dialogue; because it was political and not economic reasons which are behind the consolidation of the Rio Group dialogue, and because it is political and not economic reasons which must lay down the guidelines for political transition to democracy in Cuba, with full respect for fundamental rights and liberties, as requested by this Parliament.","Car ce sont des raisons politiques et non économiques qui ont donné naissance au dialogue de San José, car ce furent des raisons politiques et non économiques qui présidèrent à la consolidation du dialogue avec le groupe de Rio, car ce sont des raisons politiques et non économiques celles qui doivent définir à Cuba la règle d'une transition politique vers la démocratie dans le plein respect des droits et libertés fondamentaux comme l'a demandé le Parlement."
"For example, the creation of mechanisms for strengthening associations and enhancing the position of individual operators in the sector.","Par exemple, la création de mécanismes permettant de renforcer les associations et les différents opérateurs du secteur."
"Generally - with only a few exceptions, to judge by the audits that we have already seen - we can say that the institutions at issue are using the funds made available to them properly and meeting the objectives proposed for them.","D'une manière générale - à quelques exceptions près, à en juger par les vérifications que nous avons déjà vues -, nous pouvons déclarer que les institutions concernées utilisent les fonds qui leur ont été octroyés d'une manière correcte et qu'elles respectent les objectifs qui leur ont été proposés."
"Unfortunately, the European Council is not currently mustering up that much courage.","Hélas, le Conseil européen ne fait actuellement pas preuve du même courage."
We are not in favour of taxes for taxes' sake; we have no doctrine on taxes.,"Nous ne sommes pas favorables à ""l'impôt pour l'impôt"", nous n'avons pas de doctrine au sujet de la fiscalité."
Is there any point in approving this proposal when there is still an amendment to the previous regulation which is still dragging on and which has not even been included in the new proposal?,Y a-t-il un sens à approuver cette proposition alors qu'une modification du règlement précédent que n'inclut même pas la nouvelle proposition est encore en suspens?
. I was present but did not participate in this vote.,"J'étais présent, mais je n'ai pas participé au vote."
"Not only will this new regulation help us improve security in the air, it will also reduce costs, simplify the rules and protect civil aviation more effectively.","Ce nouveau règlement nous permettra non seulement d'améliorer la sûreté aérienne, mais de réduire les coûts, de simplifier les règles et de protéger plus efficacement l'aviation civile."
The debate is closed.,Le débat est clos.
Are there any comments?,Y a-t-il des observations ?
The Intergovernmental Conference needs to be kicked back into life.,Il faut revigorer la Conférence intergouvernementale.
If there is one country in the world that should not require external help to rid itself of extremism it is Iran.,"S'il y a bien un pays dans le monde qui n'a pas besoin d'aide extérieure pour se débarrasser de l'extrémisme, c'est l'Iran."
